,gene,plate,row,column,area.48,mean_intensity.48,corrected_area.48,corrected_mean_intensity.48
332,Filler,0,13,20,87.0,0.001103919544401147,87.0,0.001103919544401147
333,Filler,0,13,21,23.0,0.0009808789140447259,23.0,0.0009808789140447259
334,Filler,0,13,22,,,,
335,Filler,0,13,23,,,,
336,Sc_CCM 09,0,14,0,,,,
337,Filler,0,14,1,,,,
338,Sc_CCM 17,0,14,2,,,,
339,Filler,0,14,3,73.0,0.0010664019120316481,70.15584415584415,0.0010742620542874633
340,Sc_CCM 26,0,14,4,46.0,0.0013413712950522156,47.27777777777777,0.001367499617897511
341,Filler,0,14,5,82.0,0.0009969250306440418,82.0,0.0009969250306440418
342,Sc_CCM 16,0,14,6,81.0,0.001269716150100827,81.0,0.001269716150100827
343,Filler,0,14,7,83.0,0.0010007608716209974,83.0,0.0010007608716209974
344,Sc_CCM 09,0,14,8,92.0,0.0004922447421848545,92.0,0.0004922447421848545
345,Filler,0,14,9,81.0,0.0010025234155615636,81.0,0.0010025234155615636
346,Sc_CCM 32,0,14,10,87.0,0.00127222002123691,87.0,0.00127222002123691
347,Filler,0,14,11,89.0,0.0010211450137283162,89.0,0.0010211450137283162
348,Sc_CCM 27,0,14,12,61.0,0.0015496611561607045,61.0,0.0015496611561607045
349,Filler,0,14,13,89.0,0.001008595896171251,89.0,0.001008595896171251
350,Sc_CCM 17,0,14,14,60.0,0.0011723340161593565,60.0,0.0011723340161593565
351,Filler,0,14,15,92.0,0.001008353557423438,92.0,0.001008353557423438
352,Sc_CCM 21,0,14,16,55.0,0.0013962230053857227,55.0,0.0013962230053857227
353,Filler,0,14,17,80.0,0.0009931319838710115,80.0,0.0009931319838710115
354,Sc_CCM 19,0,14,18,51.0,0.001144165595038306,51.0,0.001144165595038306
355,Filler,0,14,19,88.0,0.0010755412095428474,88.0,0.0010755412095428474
356,Sc_CCM 26,0,14,20,,,,
357,Filler,0,14,21,,,,
358,Sc_CCM 13,0,14,22,,,,
359,Filler,0,14,23,,,,
360,Filler,0,15,0,,,,
361,Filler,0,15,1,,,,
362,Filler,0,15,2,,,,
363,Filler,0,15,3,91.0,0.0011665732841659934,87.45454545454545,0.0011751717608396793
364,Filler,0,15,4,85.0,0.0010939025141676155,87.3611111111111,0.0011152104384961582
365,Filler,0,15,5,109.0,0.0011079590700155458,109.0,0.0011079590700155458
366,Filler,0,15,6,108.0,0.001095688461519613,108.0,0.001095688461519613
367,Filler,0,15,7,107.0,0.0010989048312094246,107.0,0.0010989048312094246
368,Filler,0,15,8,106.0,0.0010948780370478944,106.0,0.0010948780370478944
369,Filler,0,15,9,108.0,0.0010981698085663636,108.0,0.0010981698085663636
370,Filler,0,15,10,105.0,0.001099062547722593,105.0,0.001099062547722593
371,Filler,0,15,11,113.0,0.0011210543494696633,113.0,0.0011210543494696633
372,Filler,0,15,12,113.0,0.001110729461789073,113.0,0.001110729461789073
373,Filler,0,15,13,121.0,0.0011057013629452955,121.0,0.0011057013629452955
374,Filler,0,15,14,108.0,0.001094334897181396,108.0,0.001094334897181396
375,Filler,0,15,15,119.0,0.0011062921119065205,119.0,0.0011062921119065205
376,Filler,0,15,16,113.0,0.001102531988833791,113.0,0.001102531988833791
377,Filler,0,15,17,107.0,0.0011012731673575896,107.0,0.0011012731673575896
378,Filler,0,15,18,107.0,0.0011174901413705178,107.0,0.0011174901413705178
379,Filler,0,15,19,105.0,0.0011573163289880545,105.0,0.0011573163289880545
380,Filler,0,15,20,,,,
381,Filler,0,15,21,,,,
382,Filler,0,15,22,,,,
383,Filler,0,15,23,,,,
