,gene,plate_mean,plate_std,plate_count,mean_intensity.48.A_mean,mean_intensity.48.A_std,mean_intensity.48.A_count,mean_intensity.48_mean,mean_intensity.48_std,mean_intensity.48_count,area.48_mean,area.48_std,area.48_count,mean_intensity.24_mean,mean_intensity.24_std,mean_intensity.24_count,area.24_mean,area.24_std,area.24_count,corrected_mean_intensity.48.A_mean,corrected_mean_intensity.48.A_std,corrected_mean_intensity.48.A_count,corrected_mean_intensity.48_mean,corrected_mean_intensity.48_std,corrected_mean_intensity.48_count,corrected_area.48_mean,corrected_area.48_std,corrected_area.48_count,corrected_mean_intensity.24_mean,corrected_mean_intensity.24_std,corrected_mean_intensity.24_count,corrected_area.24_mean,corrected_area.24_std,corrected_area.24_count,mean_intensity.24.A_mean,mean_intensity.24.A_std,mean_intensity.24.A_count
613,CTK3,12.0,0.0,8,0.001205137443019075,7.963708679620825e-05,4.0,0.00120412937128765,6.146393822317408e-05,4.0,22.75,6.386369413502032,8.0,0.00095211238656632,0.00041581288100088346,5.0,10.5,5.631543812693436,8.0,0.0013022609136610172,1.8850558439205835e-05,3.0,0.0012486131844434054,1.0820112134883364e-05,3.0,27.617306924349183,3.8167472686241797,8.0,0.001093335996796959,0.0003968588977953359,4.0,4.285381119415436,0.6207674307952262,6.0,,,0.0
614,CTL1,0.0,0.0,8,0.00150519646529135,0.00016252808137025241,8.0,0.0013638864257583124,0.0001073810701043047,8.0,104.375,39.17337835097417,8.0,0.0017326488437024,0.00020438547495125418,8.0,46.625,39.53998879976718,8.0,0.0013467635690766666,9.121432715231531e-05,7.0,0.0012849588220810372,8.661953124399097e-05,7.0,171.7591894879976,31.912644100908523,7.0,0.001699112704300444,8.756506382625738e-05,7.0,30.688015684614793,6.690344638450783,7.0,0.0016062518910780498,0.00018857081988317596,4.0
615,CTM1,3.0,0.0,8,0.001234607339242325,0.00011839996070852342,8.0,0.00119896658551295,0.00011054479901819969,8.0,98.375,21.849730302356463,8.0,0.0016324129044724377,0.00022978286276333833,8.0,48.375,28.4752398710579,8.0,0.0013060792945036902,0.000152429199138003,8.0,0.0012584930017584901,0.00014279488453082891,8.0,168.53386005647496,23.933701799394377,8.0,0.001695787126568383,0.000103840132400683,7.0,32.89947215758139,6.399356045947278,7.0,0.0015256389670046497,7.62642030576736e-05,4.0
616,CTP1,9.0,0.0,8,0.0014480015151680876,4.085432899967635e-05,8.0,0.0012241657409811,2.763064675653364e-05,8.0,113.75,13.435028842544403,8.0,0.001542888497152575,5.188007723465815e-05,8.0,59.0,39.74202525574875,8.0,0.0014304094874053631,2.498571351571964e-05,8.0,0.0013682969779197913,2.2037302812496377e-05,8.0,179.1910271786051,20.787506408896434,8.0,0.0016876339688133657,5.728810180237064e-05,8.0,33.709794609361765,5.653218288423146,8.0,0.001611975907133375,2.1822617487501393e-05,4.0
617,CTR1,6.0,0.0,8,0.001439164425563975,0.00018189794986272793,8.0,0.0014528987552632376,0.00017665905027955717,8.0,113.75,70.91191719309245,8.0,0.0017165019131196876,0.0004986753229816636,8.0,45.5,21.83705893331661,8.0,0.0013917225262999452,8.598699362481331e-05,6.0,0.0013527874617724348,0.00011381499869355946,6.0,202.02338371554808,93.33768956231866,6.0,0.0019030523425725902,0.0003673224750777486,7.0,36.86702074325894,16.915213362025433,6.0,0.001583328433457125,5.6341495262047256e-05,4.0
618,CTS1,12.0,0.0,8,0.0012299594956390126,0.00010154880052056147,8.0,0.0013006992035136,9.643575521444112e-05,8.0,120.625,32.142261899250336,8.0,0.0014447291210367376,0.00011650440269890971,8.0,60.125,37.418244213217704,8.0,0.0013670072743288658,0.00010411956272553751,7.0,0.0013080246437015372,0.00010510499688449845,7.0,144.59071883771682,20.8633678035086,7.0,0.001600917562748223,7.964095749296038e-05,8.0,26.557197028326446,4.386264319161126,7.0,0.0013209865924328,5.9872601949037665e-05,4.0
619,CTS2,2.0,0.0,8,0.0015933555911203001,0.00010115120615514175,7.0,0.0016534540154934144,0.00019122272056148202,7.0,204.875,74.22444245087232,8.0,0.0015288810101844873,0.0001702750261089721,8.0,89.375,55.136033071460105,8.0,0.0013267141103145085,5.1042428774722464e-05,7.0,0.0012774983785501634,4.804564353829417e-05,6.0,203.32337307543665,60.724327616833726,7.0,0.0017128158444122403,0.00011274383178742448,6.0,35.92822952635634,8.013335093637986,7.0,0.0015049029906005,8.976384276206187e-05,4.0
620,CTT1,4.0,0.0,8,0.001471311292017675,0.00022467737398640928,8.0,0.0012011301718445626,0.00017918296689109362,8.0,145.5,26.965586534374825,8.0,0.001545647933113025,6.226104657173566e-05,8.0,69.5,38.277184550889544,8.0,0.001469473650625504,0.00014831677751664293,7.0,0.001399951340145886,0.00011986417685595154,7.0,168.5285241826091,5.046678609140273,7.0,0.0016695522183343353,5.1797722661158744e-05,8.0,30.784658497374604,1.426608830121672,8.0,0.0018169592794213501,6.002830982340586e-05,4.0
621,CUE1,1.0,0.0,8,0.0013570393072698124,0.00010462299100314127,8.0,0.0015008726316629753,0.0001314766302090182,8.0,229.5,53.35862495551078,8.0,0.0017166179295847002,0.0001486428514243832,8.0,85.25,49.03278786398226,8.0,0.00130592361892275,2.087740749550652e-05,7.0,0.001259734352706459,1.67331891607979e-05,7.0,150.4506626096573,13.208967693919721,8.0,0.0016335729377828685,2.5856989958967602e-05,7.0,30.43077342872996,2.759039200418549,8.0,0.001444187428709025,9.432930192013621e-05,4.0
622,CUE2,4.0,0.0,8,0.0018571811724553125,0.000318648216142391,8.0,0.0014547267391881123,0.0002366217833342425,8.0,235.625,58.2431786318609,8.0,0.0016826242253829625,0.00017144073677638236,8.0,101.625,70.0671871440956,8.0,0.0015268910126229344,4.709295993710562e-05,8.0,0.0014505283926341415,4.2660944939232847e-05,8.0,177.35519737497788,30.537495718400717,8.0,0.0017803880693062163,0.00013775070533046652,7.0,38.39017382174187,6.197009805465355,7.0,0.002127704207540725,0.0001443605284752496,4.0
623,CUE3,11.0,0.0,8,0.0016672820150165873,0.00021978989186564237,8.0,0.0017476707908880874,0.0002473201854981793,8.0,196.625,69.28808906092219,8.0,0.001610128088515,0.00028098174081540915,8.0,81.75,60.697728834893695,8.0,0.00141844660935264,2.9680668938661242e-05,6.0,0.0013562738088360015,2.5487240629332366e-05,6.0,150.1262168423252,16.604104697639812,7.0,0.0017112908297273355,5.1737879340684004e-05,7.0,27.496821761991097,2.5575865888057705,6.0,0.00131793498188705,0.0003391947550760154,4.0
624,CUE4,8.0,0.0,8,0.0015943756560094875,0.0002640281948273812,8.0,0.00151964336620915,0.00024015751753335136,8.0,101.0,14.162324264449976,8.0,0.001719641864169025,7.798429779345102e-05,8.0,53.625,36.63697390810078,8.0,0.0013674549169781888,5.283942413060066e-05,8.0,0.001311404493942095,4.711683675286466e-05,8.0,154.18560542271473,21.17506678995851,8.0,0.0016821625249877274,7.700120496825803e-05,7.0,29.817256185133186,5.463709436876559,7.0,0.0018479567458639752,5.2951050654282365e-05,4.0
625,CUE5,1.0,0.0,8,0.0015270087903191,0.0001074589084711848,8.0,0.001366932161766025,0.00012554785003532885,8.0,131.25,38.010336939912996,8.0,0.0016539488454092373,0.0002541038374222983,8.0,67.875,40.99629774225263,8.0,0.0012642868370120075,9.425345814212932e-05,7.0,0.0012236845801876662,7.473562542329122e-05,8.0,137.95522122597208,6.241730400510892,7.0,0.0015801220125875755,4.149713771259589e-05,7.0,25.513958015103213,1.2858371027384683,6.0,0.0016202281387635749,6.658280905074466e-05,4.0
626,CUL3,5.0,0.0,8,0.0015344159319556625,0.0002231010728851226,8.0,0.001489126497575275,0.0002662345682208674,8.0,103.125,25.447073926653562,8.0,0.0016799971077463749,0.00023183142374578528,8.0,55.75,41.03917988598561,8.0,0.0012873032706742424,0.00012966163656918258,8.0,0.0012260794889676053,0.00012417115345481002,8.0,169.53304280080803,12.844581177239494,7.0,0.0015851269802464782,0.00011094389062510322,7.0,31.421918364892523,2.323275409715442,6.0,0.00158115372138045,0.00024340898464772734,4.0
627,CUP2,12.0,0.0,8,0.0012606358924818375,8.194853262407482e-05,8.0,0.0012983504579294623,5.1091789122007325e-05,8.0,135.375,28.218218532410184,8.0,0.001387351328250325,0.00020582373566668284,8.0,69.625,41.627386246487845,8.0,0.0014011075272052109,5.680856518405245e-05,8.0,0.00132700468328432,5.200599509682651e-05,8.0,163.33608630986603,18.874341075128044,7.0,0.0015354054715635173,0.00018074224515139803,8.0,30.929981884100776,4.722437898101194,8.0,0.0014797332186356,4.898424361335208e-05,4.0
628,CUP9,2.0,0.0,8,0.0012404429888720125,3.804125494438064e-05,8.0,0.0013356274711138376,0.00011551135136621458,8.0,136.875,24.953886041485173,8.0,0.0014141043430282252,0.00011490780206507533,8.0,70.25,39.98839117258193,8.0,0.0012889419010187928,4.286685319704272e-05,7.0,0.0012390639503388813,4.637052527398021e-05,7.0,159.36646333417826,11.677197222222215,8.0,0.0016225773509266855,3.552304409987409e-05,8.0,29.651514295046827,2.1990792053300665,8.0,0.00122177325526555,2.38935435230116e-05,4.0
629,CUR1,6.0,0.0,8,0.0018388942237687145,0.00026647217611884495,7.0,0.0017793811953124856,0.00024326860590701568,7.0,160.75,56.040164168210644,8.0,0.0016120514932022126,0.0004621900313905652,8.0,79.25,51.29675567574564,8.0,0.0014374964305984065,8.261865806672766e-05,5.0,0.0013899538507451041,9.307288969668212e-05,5.0,200.13071112909824,97.89640465552164,8.0,0.0018223758788229079,0.00018457433131527772,7.0,33.2818008395815,12.075336758011442,8.0,0.0017911605926609249,2.7145286442976802e-05,4.0
630,CUS2,1.0,0.0,8,0.001558536333542975,9.604206235902428e-05,8.0,0.0016056458763838001,5.66490011452521e-05,8.0,175.375,67.63755824772421,8.0,0.0017554988170215,0.0002479560403957929,8.0,70.5,30.933107552542193,8.0,0.001361670059322532,2.4186582316331397e-05,6.0,0.001319202590940266,2.9533805586463277e-05,6.0,175.87716844148426,32.508865654527135,8.0,0.0016449984573521593,0.00011537033838924389,8.0,37.72267431272113,11.316935415702298,8.0,0.0014850218653378999,2.7633770658797165e-05,4.0
631,CWC15,5.0,0.0,8,0.0012360194360507874,0.00012188334338767944,8.0,0.00132746155859235,0.00015853971148173553,8.0,100.625,10.822430410956681,8.0,0.00155494613181105,0.00015998011998049323,8.0,53.5,34.71516753730071,8.0,0.0012403838177674808,1.359075722624194e-05,6.0,0.001180931035594037,1.916056175467913e-05,6.0,133.83983385888084,12.055875828767249,8.0,0.00156964949894077,4.7344353494367024e-05,7.0,25.39086240042848,0.7797403122906665,7.0,0.001337025513885025,6.308503689440119e-05,4.0
632,CWC21,11.0,0.0,8,0.001509444368676675,9.190328552290167e-05,8.0,0.0014369589039742124,0.00011765427656660956,8.0,119.0,24.272265183597042,8.0,0.0015133968700170003,0.00017358806491202838,8.0,57.0,35.62503132830703,8.0,0.0013532879293797501,4.749993358600437e-05,8.0,0.0012903884274823756,4.087482329736419e-05,8.0,174.2622508003011,25.16376846672723,8.0,0.0016703506861711162,8.61863972180485e-05,8.0,29.863115847225085,2.6177811937376347,7.0,0.00131646396830735,5.443552542535752e-05,4.0
633,CWC27,6.0,0.0,8,0.0016454249968385628,0.000261352648031637,8.0,0.0016658543763420875,0.00020931305045968207,8.0,246.875,51.93797812226205,8.0,0.00186912831898445,0.00012627299282526498,8.0,116.75,76.40446882966242,8.0,0.0013737042486639743,2.534133216907579e-05,7.0,0.001304984695029445,1.1371588164504222e-05,6.0,148.33282820109744,10.956105188469236,7.0,0.0016193857656693154,4.149533303589843e-05,7.0,28.751763044666397,1.34541576670974,7.0,0.0017953467782741998,0.00013960145796184555,4.0
634,CWH41,6.0,0.0,8,0.0019875608578923997,0.00041357455155010186,7.0,0.0018354743984672142,0.0003539884576028963,7.0,194.25,105.29787679313793,8.0,0.0016504201690315124,0.0006266113385331986,8.0,76.875,54.38339426174659,8.0,0.0015938426629599652,5.5984800403880196e-05,6.0,0.0015226224575575363,5.615758024804936e-05,6.0,137.32920122244104,64.81343057179801,8.0,0.0015309061781952527,0.0005941577240938502,8.0,27.94055951292763,13.117994810957052,8.0,0.0020524484394267,0.00011876080670912693,4.0
635,CWH43,3.0,0.0,8,0.0016151799547576,0.0002246268065504859,8.0,0.0014559183340224376,0.000202942342387267,8.0,233.125,45.93609691734813,8.0,0.0016225607837399875,0.0001361558487567422,8.0,94.375,59.17513353234978,8.0,0.0012524911066761392,5.7209266780186396e-05,8.0,0.0012026547321666015,5.581466052990907e-05,8.0,168.81879676771524,18.21079402058793,7.0,0.001533828906930249,8.505870134188244e-05,7.0,30.309645088208434,2.6087594099061384,7.0,0.001725040821997825,0.00014991963886732627,4.0
636,CWP1,4.0,0.0,8,0.001356036052722425,0.0002064058398656672,8.0,0.0012354567117721124,0.00015677107294637135,8.0,132.125,12.955280225231942,8.0,0.0016032193343282625,5.617192241361643e-05,8.0,67.25,45.55295191940286,8.0,0.0013964371430564388,5.5761616831821295e-05,8.0,0.0013274102628640797,5.348884077498182e-05,8.0,190.819064090247,24.833482216061924,7.0,0.001679542837758277,4.835991603852586e-05,7.0,34.997726957860635,5.462929220028214,7.0,0.001645405373331075,6.895804857309195e-05,4.0
637,CWP2,10.0,0.0,8,0.001459945158300425,0.00028603552553574613,8.0,0.0015022350877146751,0.00017776503748350743,8.0,120.125,14.652522942190831,8.0,0.0017967102635640623,0.00018522823515696878,8.0,59.375,36.78873080558385,8.0,0.0014999963776781162,7.638165756874037e-05,8.0,0.0014298471774182079,7.951287908029058e-05,8.0,178.1778592583941,13.443879490555458,7.0,0.001801100318579345,5.015043962717613e-05,8.0,33.807580568068644,3.9386464499812663,8.0,0.001650516212716225,3.5020700761543106e-05,4.0
638,CYB2,0.0,0.0,8,0.0016601272358721753,0.00030680197486613464,8.0,0.0014727064592438624,0.00018699991907989555,8.0,115.375,19.279430193121073,8.0,0.0016861498280380126,0.00016564234685254687,8.0,58.375,36.33942172666718,8.0,0.0015837229787985662,9.657786144159448e-05,8.0,0.0015173976515070792,9.55815690831461e-05,8.0,179.78742232952487,20.370811126204025,8.0,0.0017410680384335325,2.6425431891730792e-05,7.0,33.55338082823255,4.199844550481494,8.0,0.0015478387808367,3.4756263014597044e-05,4.0
639,CYB5,11.0,0.0,8,0.0015117764014444626,0.0001533325609441416,8.0,0.0014294593487499249,0.00018459802750252362,8.0,77.375,13.31956133983827,8.0,0.00147225923940765,0.00013288232820462544,8.0,41.25,28.008927148321835,8.0,0.0013521080067712958,3.792610629500339e-05,8.0,0.0012951734476293175,4.6985396131594966e-05,7.0,140.6996352461471,12.598027018715023,7.0,0.001615944628779975,5.219334752403609e-05,7.0,25.244866383584533,1.8401888051660085,7.0,0.0013834289115463002,5.281334824933891e-05,4.0
640,CYC1,9.0,0.0,8,0.0016091294857652374,5.067916251034701e-05,8.0,0.0012843135078290501,4.035167429133031e-05,8.0,159.125,9.372261504796251,8.0,0.0016434476874944998,2.1524189841756447e-05,8.0,85.875,54.154375894948956,8.0,0.0013641519214589982,4.7588602438324127e-05,8.0,0.0013095153648495896,4.51395257937085e-05,8.0,169.41687060756684,7.477718451448359,8.0,0.0016895817817237763,1.8598752205867896e-05,8.0,31.69773138560428,1.806805314532875,8.0,0.0018038267570111997,2.319755924329467e-05,4.0
641,CYC2,1.0,0.0,8,0.0015956767943520625,5.976683186362954e-05,8.0,0.0015843055707239625,0.00010637178107522757,8.0,131.0,42.721690710256965,8.0,0.0018327759523483252,0.000240769750712969,8.0,61.375,37.194229583172095,8.0,0.001434899288143745,0.00011611642192395454,7.0,0.0013918117762669543,0.00010655904239076132,7.0,171.2369404994647,23.940626767097676,7.0,0.0016791686870730052,0.00012911609230432242,8.0,34.29740007027544,5.121411349448187,7.0,0.00162532714994735,0.00011030618683151992,4.0
642,CYC7,2.0,0.0,8,0.0016605138919659874,0.00026355901293277797,8.0,0.001489677771646575,0.0002175801183269738,8.0,146.875,27.99202692604756,8.0,0.0014090902485915625,7.511402659793806e-05,8.0,75.25,46.63459782485225,8.0,0.001306478348784576,6.728590132072161e-05,7.0,0.0012682525704771162,4.66228507348662e-05,6.0,157.6873834261253,6.943900779177844,6.0,0.0015852388025695758,6.928209929479203e-05,8.0,28.8996374884582,0.9639994803109149,6.0,0.00150445916850275,0.00010166128517336238,4.0
643,CYC8,12.0,0.0,8,0.000905740373235125,2.2611352384961655e-05,4.0,0.001013297347535475,2.6500030616518253e-05,4.0,30.2,14.68672870315238,5.0,,,0.0,2.75,1.5,4.0,0.0011376968866057158,3.157981868595924e-05,4.0,0.001102030071775924,3.419314340294472e-05,4.0,43.21638068227721,20.285249141035646,5.0,,,0.0,2.929151681335863,0.10515782496319405,3.0,,,0.0
644,CYK3,9.0,0.0,8,0.0016356846701990747,9.379797235353181e-05,8.0,0.0012496839279281,6.961865731546357e-05,8.0,203.75,38.45869769728856,8.0,0.0015916501362491498,7.640417899036612e-05,8.0,93.375,65.65480615635516,8.0,0.0013563075230990068,4.459601671150546e-05,8.0,0.0012964583649675578,4.052806618795892e-05,8.0,141.33010947195925,8.23101908918806,7.0,0.0016925131308066033,2.5035074056847003e-05,7.0,25.681455988631424,1.1878493398034202,7.0,0.001829979600127525,0.00013663759907544423,4.0
645,CYM1,2.0,0.0,8,0.0012992913334404499,8.413746771115419e-05,8.0,0.0014603746075210874,0.00018725214666259762,8.0,171.25,20.603397778036516,8.0,0.0014283639928935,5.677164654856645e-05,8.0,90.375,56.41159328668936,8.0,0.0013538777063802508,2.810133557415966e-05,7.0,0.0012972289371873098,2.557165357949883e-05,7.0,164.00443382751791,13.734737529434021,8.0,0.001596637837463734,7.12620491277084e-05,8.0,30.756795708140924,2.570920859427356,7.0,0.0012760179499817,2.535849204931609e-05,4.0
646,CYS3,9.0,0.0,8,,,0.0,,,0.0,30.375,15.537397281582082,8.0,0.0006860487120177333,4.733628783804037e-05,3.0,20.142857142857142,14.747073963203363,7.0,,,0.0,,,0.0,26.699979913515424,12.622339322776137,7.0,0.0007337860851299064,4.7041454563297246e-05,3.0,5.308749867912233,1.9468301692525052,6.0,0.0009072754863541334,5.526643055756701e-05,3.0
647,CYS4,11.0,0.0,8,0.0009117995857675501,4.952853014128397e-05,4.0,0.0008632852862038251,3.3889067134470814e-05,4.0,17.25,8.345229603962801,8.0,,,0.0,5.0,4.535573676110727,8.0,0.0009415762885598152,1.1151657046001571e-05,3.0,0.0009139599781272352,6.140929243918717e-06,3.0,20.530928350516533,8.480633893412394,6.0,,,0.0,2.461548471813099,1.2104646941979054,6.0,,,0.0
648,CYT1,1.0,0.0,8,0.001089185083799043,0.0002516892682454999,7.0,0.0011372006994524002,0.00024007511932889593,7.0,78.375,62.422380372976576,8.0,0.0014284311053340145,0.0003853600595709904,7.0,35.42857142857143,11.163290178932357,7.0,0.0010999673827446614,0.0002042566959709956,6.0,0.0010576133217166774,0.0002196801657606364,6.0,89.80620108576052,38.411295138537035,6.0,0.0013855442806102165,0.00014754049578945716,6.0,16.887503834989424,6.416203795240076,7.0,0.00106394228582955,7.414996237980242e-05,4.0
649,CYT2,4.0,0.0,8,0.0014633697548979375,0.0002026132554009336,8.0,0.0011866790484288375,0.00015015471925360608,8.0,117.75,28.070065397653984,8.0,0.0014966309687089374,4.117920299982369e-05,8.0,55.5,30.02380008307695,8.0,0.0014004980257756694,2.1339059880885786e-05,7.0,0.0013365567867208794,1.7226699805032703e-05,8.0,147.60414676880035,8.640267563488859,6.0,0.001657976096650492,3.273675166913902e-05,7.0,27.02511312348658,1.3538131719809168,7.0,0.0017492527365164001,5.084499513687103e-05,4.0
650,DAK1,8.0,0.0,8,0.0016113757091427003,0.0002267221691314135,8.0,0.0015280091833713,0.00020918529690993823,8.0,114.375,17.94386086819508,8.0,0.001648397909349325,7.191832351828653e-05,8.0,62.25,40.35467754796214,8.0,0.0013308499411224337,2.0089755964318163e-05,6.0,0.001277832304943532,2.4403788777325465e-05,6.0,137.65990983553957,8.704865351782288,7.0,0.001626433348415801,2.835233487503018e-05,7.0,25.560041679362104,2.371865851920576,7.0,0.0017224056954326002,2.421775624907893e-05,4.0
651,DAK2,7.0,0.0,8,0.0013333655556423498,3.888425660029207e-05,8.0,0.0013191679114045749,4.540603693815569e-05,8.0,136.125,21.67577647315744,8.0,0.001579759386974625,0.00010349451700957511,8.0,68.125,39.26262308390222,8.0,0.0012688543066584545,4.167801907554668e-05,8.0,0.0012135971983615085,4.955078187922265e-05,8.0,160.23762705138716,5.4458782367876,6.0,0.001545511467666316,3.8222992144279555e-05,7.0,28.668923580455953,1.4745225459775595,6.0,0.001360541604863625,6.748653588692794e-05,4.0
652,DAL1,7.0,0.0,8,0.0015660352120154375,9.076948618212632e-05,8.0,0.0012690987143885626,7.466264943881971e-05,8.0,120.125,17.2165825379404,8.0,0.0016985571592826373,5.862780015713256e-05,8.0,59.5,32.67589762675672,8.0,0.0013189461186232522,6.60701975346606e-05,7.0,0.0012643495696384778,6.013987500898301e-05,7.0,154.42538992417673,15.525734313753002,7.0,0.0016410597290724604,5.108657580057512e-05,8.0,28.807844059125415,2.5834074721484424,7.0,0.00196583497432045,5.950084492159998e-05,4.0
653,DAL2,7.0,0.0,8,0.0013985320254882372,7.617647197990832e-05,8.0,0.001354742163181875,7.583830867565563e-05,8.0,158.375,22.19998391247807,8.0,0.001630865390517925,0.00010241547848369237,8.0,83.375,52.57358788267301,8.0,0.0013256310118254535,5.164599327378582e-05,7.0,0.0012693238719622211,5.2533356614181944e-05,7.0,153.36719183829626,8.354108877409757,8.0,0.001628558803249235,4.970829098337894e-05,7.0,28.873364145181483,2.73798261485346,8.0,0.0014553196637455501,8.476497824006174e-05,4.0
654,DAL3,11.0,0.0,8,0.0017523595937981857,0.0001833248296190961,7.0,0.0015496310741014857,0.0002122333865430564,7.0,155.0,20.28135432690168,7.0,0.0014967035197969714,9.899126493785619e-05,7.0,92.85714285714286,52.93841885130487,7.0,0.001398027266899126,5.6142493066079365e-05,5.0,0.0013385282844294545,6.200148074340872e-05,5.0,147.90733862919836,7.510018604595975,7.0,0.0017066816254442372,4.265160202983937e-05,6.0,28.55352041109617,1.3808750995832626,7.0,0.001579179119903875,3.61488700524337e-05,4.0
655,DAL4,7.0,0.0,8,0.001971829297180325,0.00015713924127377127,8.0,0.0015569392302766877,0.00011440439888605606,8.0,209.25,40.418348025901025,8.0,0.001842210141403525,9.051790341097472e-05,8.0,88.125,54.65329032050259,8.0,0.0013736051282511523,2.5678423330745875e-05,7.0,0.0013117319576154026,1.9025577763113656e-05,7.0,149.52447389027168,5.341302322950365,6.0,0.0016792560340660016,3.482406777041024e-05,7.0,28.510046904462722,0.8544833680536218,6.0,0.002202760239731625,0.00016835493194405018,4.0
656,DAL5,8.0,0.0,8,0.0013759584599247286,0.00016322117143894243,7.0,0.0014197613817865,0.00018812167955465644,7.0,100.625,27.4899332223894,8.0,0.0016463937314479,9.68889916468554e-05,7.0,57.5,41.92169571270431,8.0,0.0012788277053636026,6.789884191978343e-05,6.0,0.0012116881627151162,6.499335149914273e-05,7.0,133.67935640300948,12.082757069008473,6.0,0.0016034690464099752,9.59189793624861e-05,7.0,24.87821012362924,2.363152227565692,7.0,0.0015548055484781251,0.0001263118017084933,4.0
657,DAL7,7.0,0.0,8,0.0013330737786297498,5.4188528224673254e-05,8.0,0.0012701759977446,5.105217145613468e-05,8.0,120.625,14.59880132065643,8.0,0.0016376455184364874,0.00012021249280673384,8.0,65.75,41.140004861448425,8.0,0.0012946265818461588,4.319158178797952e-05,8.0,0.0012420636308524704,4.538363585800687e-05,8.0,153.49157817308546,8.930141444911754,8.0,0.0016243428483219884,3.480606801995184e-05,8.0,28.198196017380496,1.9009211262946633,8.0,0.001465092911881225,1.8321804300364665e-05,4.0
658,DAL80,10.0,0.0,8,0.00120843817288,0.0002448572544889828,8.0,0.0012011499615307,0.00018038507722549485,8.0,100.625,7.366672053434791,8.0,0.0014574498483468374,0.0001893505719947329,8.0,59.125,42.95990655749348,8.0,0.0013494838566675553,4.8598643874338535e-05,7.0,0.0012841754441466362,4.5014355771252796e-05,7.0,153.53841812471165,8.288732250828748,7.0,0.0015731485535971374,8.293631541299673e-05,7.0,28.040928874559537,2.349944116817564,7.0,0.0013547380001178002,0.00010035161109512894,4.0
659,DAL81,11.0,0.0,8,0.00150168815964325,6.241168617753346e-05,8.0,0.0013714041990400625,3.221749532359567e-05,8.0,90.125,40.5513343095602,8.0,0.0014698478951381498,0.00023109940787711752,8.0,40.0,12.432675841162613,8.0,0.0013086033600470067,0.00012690344569576322,8.0,0.0012550436944555117,0.00011120171706223981,8.0,117.90480813549662,44.28094385406041,8.0,0.0016274427608483875,0.00011604628257680605,7.0,21.27908579730577,8.512532436634924,8.0,0.001304452668893025,5.976866483467352e-05,4.0
660,DAL82,1.0,0.0,8,0.0014434067581262503,0.00013643656757120301,6.0,0.0014202521871824166,6.378734104812124e-05,6.0,133.16666666666666,35.33506285075303,6.0,0.0014098784569226668,0.00012352305986659156,6.0,83.83333333333333,39.44827837392484,6.0,0.0013099186826554278,3.197404392196526e-05,6.0,0.0012686865084075032,3.6050328580697524e-05,6.0,168.43454679411974,3.9005044743716026,5.0,0.0014929416653576683,0.00020697744630620093,5.0,31.00148909667505,1.3063227245830287,5.0,0.0013652348205187,2.005981639548466e-05,4.0
661,DAN1,9.0,0.0,8,0.0013228658641617377,9.549875393144277e-05,8.0,0.001202176949563575,7.117978535400078e-05,8.0,150.0,16.59604083595155,8.0,0.0015225899660833875,3.0497830508288307e-05,8.0,82.125,53.18817672055645,8.0,0.0013902029568817367,7.562394113612605e-05,7.0,0.0013266848664955095,7.10711264652199e-05,7.0,159.76229940810248,10.125356664205354,8.0,0.0016620054451536696,2.663281377207881e-05,7.0,28.71789909502907,0.7104717230635252,6.0,0.0014895887213711252,1.9599802910679156e-05,4.0
662,DAP1,2.0,0.0,8,0.0015391695265133374,0.00016528612247311743,8.0,0.0014494852044899251,0.0002267494238452564,8.0,126.375,12.715991057382382,8.0,0.0014985988569508001,7.98545983859243e-05,8.0,72.875,48.64870428460997,8.0,0.001379440021230919,6.528813816057409e-05,6.0,0.0013211716042452698,4.932613377357125e-05,7.0,164.94863106465408,14.15723937196966,7.0,0.0016505805878861304,9.074278002998671e-05,8.0,31.181627681218753,1.7417517777521714,7.0,0.001571205290173125,1.3296916111344466e-05,4.0
663,DAP2,12.0,0.0,8,0.0010709053951959127,2.335438045150938e-05,8.0,0.0011019444082809376,4.856641452415756e-05,8.0,98.875,13.674141393782017,8.0,0.0011259332042810877,0.0002769055310261298,8.0,56.375,41.95895102869674,8.0,0.0011096065736013107,6.016831494443735e-05,8.0,0.0010649184173352995,5.146002413641534e-05,8.0,126.9175263801768,7.601032671673289,7.0,0.0012363161910032808,0.0003410936523856123,8.0,23.308246420858662,2.679588812379603,7.0,0.00124835001284485,2.2173393725310214e-05,4.0
664,DAS1,5.0,0.0,8,0.0016686635507682625,0.00013085246660506737,8.0,0.0015020431832613,0.00017841938089784481,8.0,134.5,7.999999999999999,8.0,0.0017084844011548623,0.0001235391677205665,8.0,79.375,52.451167765837205,8.0,0.0015201810474729865,6.812015474345222e-05,6.0,0.0014345355979212785,6.338530010037302e-05,7.0,185.41553542934707,6.507271887479284,6.0,0.0017103793070416301,3.9612929512972146e-05,8.0,35.590488422810324,3.0602431244857824,8.0,0.0017965113649946502,4.1688884101031694e-05,4.0
